anio;trimestre;sk_shipper;nombre_shipper;telefono_shipper;pais_destino;region_destino;ciudad_destino;envios_realizados;costo_flete_total;costo_flete_promedio;volumen_productos_enviados;ventas_totales_asociadas;ratio_flete_vs_ventas;densidad_poblacion_promedio;pib_promedio_destino;ranking_eficiencia_costo;ranking_volumen_trimestre
1997;2;13;Speedy Express;(503) 555-9831;Germany;;Cunewalde;3;1619.87;539.96;569;14978.58;10.81;240;0;31;1
1997;2;13;Speedy Express;(503) 555-9831;France;;Strasbourg;3;340.44;113.48;143;2875.16;11.84;119;0;32;12
1997;2;15;Federal Shipping;(503) 555-9931;Switzerland;;Bern;1;275.28;275.28;66;2314.20;11.90;219;0;33;33
1997;2;13;Speedy Express;(503) 555-9831;United States;OR;Portland;1;49.82;49.82;14;417.20;11.94;36;0;34;63
1997;2;14;United Package;(503) 555-3199;Brazil;RJ;Rio de Janeiro;1;120.86;120.86;95;965.00;12.52;25;0;35;24
1997;2;15;Federal Shipping;(503) 555-9931;Portugal;;Lisboa;1;218.85;218.85;100;1677.30;13.05;111;0;36;21
1997;2;13;Speedy Express;(503) 555-9831;United States;NM;Albuquerque;1;117.96;117.96;65;890.00;13.25;36;0;37;34
1997;2;13;Speedy Express;(503) 555-9831;Norway;;Stavern;1;26.74;26.74;13;200.00;13.37;15;0;38;64
1997;2;13;Speedy Express;(503) 555-9831;Brazil;RJ;Rio de Janeiro;1;274.6;274.6;84;1946.52;14.11;25;0;39;28
1997;2;15;Federal Shipping;(503) 555-9931;Canada;Québec;Montréal;2;385.11;192.56;78;2613.15;14.74;4;0;40;32
1997;2;13;Speedy Express;(503) 555-9831;Canada;BC;Tsawassen;1;125.78;125.78;80;851.20;14.78;4;0;41;29
1997;2;14;United Package;(503) 555-3199;Venezuela;Táchira;San Cristóbal;1;89.25;89.25;49;575.00;15.52;32;0;42;39
1997;2;14;United Package;(503) 555-3199;Germany;;Frankfurt a.M.;3;512.78;170.93;180;3263.20;15.71;240;0;43;5
1997;2;14;United Package;(503) 555-3199;United Kingdom;;London;2;667.38;333.69;148;4237.11;15.75;281;0;44;10
1997;2;14;United Package;(503) 555-3199;Mexico;;México D.F.;1;654.45;654.45;29;4150.05;15.77;66;0;45;54
1997;2;13;Speedy Express;(503) 555-9831;France;;Toulouse;1;85.36;85.36;20;523.26;16.31;119;0;46;57
1997;2;13;Speedy Express;(503) 555-9831;Germany;;Stuttgart;1;316.95;316.95;105;1942.00;16.32;240;0;47;19
1997;2;14;United Package;(503) 555-3199;Germany;;Mannheim;1;55.42;55.42;18;330.00;16.79;240;0;48;62
1997;2;14;United Package;(503) 555-3199;United States;WA;Kirkland;2;226.63;113.32;80;1333.30;17.00;36;0;49;29
1997;2;14;United Package;(503) 555-3199;United Kingdom;Essex;Colchester;1;364.85;364.85;96;2142.90;17.03;281;0;50;23
1997;2;14;United Package;(503) 555-3199;Sweden;;Bräcke;1;484.42;484.42;60;2844.50;17.03;25;0;51;35
1997;2;15;Federal Shipping;(503) 555-9931;United States;WA;Seattle;1;236.52;236.52;59;1388.50;17.03;36;0;52;36
1997;2;15;Federal Shipping;(503) 555-9931;United Kingdom;;London;5;363.51;72.7;133;2120.65;17.14;281;0;53;16
1997;2;13;Speedy Express;(503) 555-9831;Venezuela;Táchira;San Cristóbal;1;166.44;166.44;48;880.50;18.90;32;0;54;40
1997;2;14;United Package;(503) 555-3199;Finland;;Oulu;3;945.06;315.02;181;4935.20;19.15;18;0;55;4
1997;2;15;Federal Shipping;(503) 555-9931;France;;Lyon;1;584.16;584.16;80;2812.00;20.77;119;0;56;29
1997;2;14;United Package;(503) 555-3199;Belgium;;Bruxelles;1;200.07;200.07;44;946.00;21.15;383;0;57;43
1997;2;13;Speedy Express;(503) 555-9831;Switzerland;;Genève;1;394.25;394.25;86;1823.80;21.62;219;0;58;27
1997;2;14;United Package;(503) 555-3199;Argentina;;Buenos Aires;1;51.66;51.66;19;225.50;22.91;17;0;59;61
1997;2;13;Speedy Express;(503) 555-9831;Germany;;Leipzig;1;509.36;509.36;58;2147.40;23.72;240;0;60;37
1997;2;13;Speedy Express;(503) 555-9831;Sweden;;Bräcke;1;564.12;564.12;98;2222.20;25.39;25;0;61;22
1997;2;15;Federal Shipping;(503) 555-9931;Germany;;Köln;2;711.55;355.78;134;2742.27;25.95;240;0;62;14
1997;2;15;Federal Shipping;(503) 555-9931;United States;ID;Boise;2;1997.71;998.86;215;7651.94;26.11;36;0;63;3
1997;2;14;United Package;(503) 555-3199;Sweden;;Luleå;2;1444.88;722.44;174;4693.74;30.78;25;0;64;6
1997;2;14;United Package;(503) 555-3199;Austria;;Salzburg;1;1356.88;1356.88;135;4180.00;32.46;109;0;65;13
1997;2;15;Federal Shipping;(503) 555-9931;Germany;;Cunewalde;1;4030.56;4030.56;165;10191.70;39.55;240;0;66;9
1997;2;15;Federal Shipping;(503) 555-9931;France;;Marseille;1;1051.92;1051.92;110;2550.00;41.25;119;0;67;18
1997;2;14;United Package;(503) 555-3199;Austria;;Graz;1;3949.75;3949.75;233;8623.45;45.80;109;0;68;2
1997;3;14;United Package;(503) 555-3199;Brazil;SP;Resende;1;0.42;0.42;45;1371.80;0.03;25;0;1;46
1997;3;15;Federal Shipping;(503) 555-9931;Portugal;;Lisboa;1;3.81;3.81;51;1288.39;0.30;111;0;2;42
1997;3;13;Speedy Express;(503) 555-9831;Finland;;Oulu;1;2.3;2.3;31;629.50;0.37;18;0;3;58
1997;3;15;Federal Shipping;(503) 555-9931;Finland;;Helsinki;1;0.75;0.75;5;120.00;0.63;18;0;4;76
1997;3;15;Federal Shipping;(503) 555-9931;Belgium;;Bruxelles;1;12.4;12.4;35;1434.00;0.86;383;0;5;57
1997;3;15;Federal Shipping;(503) 555-9931;Mexico;;México D.F.;1;8.06;8.06;38;813.37;0.99;66;0;6;51
1997;3;15;Federal Shipping;(503) 555-9931;Germany;;Mannheim;1;5.79;5.79;27;464.00;1.25;240;0;7;65
1997;3;14;United Package;(503) 555-3199;France;;Nantes;1;5.55;5.55;19;424.00;1.31;119;0;8;68
1997;3;14;United Package;(503) 555-3199;United States;AK;Anchorage;1;10.48;10.48;54;565.50;1.85;36;0;9;41
1997;3;13;Speedy Express;(503) 555-9831;Italy;;Reggio Emilia;1;0.48;0.48;4;23.80;2.02;206;0;10;78
1997;3;14;United Package;(503) 555-3199;Germany;;Münster;1;27.79;27.79;28;1064.00;2.61;240;0;11;64
1997;3;14;United Package;(503) 555-3199;Italy;;Reggio Emilia;1;4.41;4.41;20;154.40;2.86;206;0;12;67
1997;3;15;Federal Shipping;(503) 555-9931;Canada;BC;Vancouver;1;1.88;1.88;10;57.50;3.27;4;0;13;73
1997;3;15;Federal Shipping;(503) 555-9931;United States;NM;Albuquerque;1;88.84;88.84;59;2388.50;3.72;36;0;14;36
1997;3;13;Speedy Express;(503) 555-9831;United States;WA;Seattle;1;49.02;49.02;59;1180.88;4.15;36;0;15;36
1997;3;13;Speedy Express;(503) 555-9831;Denmark;;Kobenhavn;1;24.39;24.39;30;570.00;4.28;137;0;16;60
1997;3;13;Speedy Express;(503) 555-9831;Venezuela;Táchira;San Cristóbal;1;116.6;116.6;95;2285.00;5.10;32;0;17;19
1997;3;15;Federal Shipping;(503) 555-9931;France;;Strasbourg;2;58.3;29.15;37;1110.00;5.25;119;0;18;55
1997;3;14;United Package;(503) 555-3199;United States;OR;Portland;2;80.21;40.11;41;1420.00;5.65;36;0;19;49
1997;3;14;United Package;(503) 555-3199;Denmark;;Århus;1;2.92;2.92;5;48.75;5.99;137;0;20;76
1997;3;15;Federal Shipping;(503) 555-9931;United Kingdom;;London;1;29.98;29.98;10;493.00;6.08;281;0;21;73
1997;3;15;Federal Shipping;(503) 555-9931;Spain;;Sevilla;1;170.92;170.92;29;2775.05;6.16;94;0;22;62
1997;3;13;Speedy Express;(503) 555-9831;United States;AK;Anchorage;1;79.83;79.83;110;1261.88;6.33;36;0;23;15
1997;3;13;Speedy Express;(503) 555-9831;Portugal;;Lisboa;1;14.92;14.92;16;230.85;6.46;111;0;24;70
1997;3;13;Speedy Express;(503) 555-9831;Austria;;Graz;2;446.52;223.26;274;6261.80;7.13;109;0;25;3
1997;3;14;United Package;(503) 555-3199;Germany;;Brandenburg;1;64.7;64.7;47;903.60;7.16;240;0;26;44
1997;3;15;Federal Shipping;(503) 555-9931;Norway;;Stavern;1;38.64;38.64;8;500.00;7.73;15;0;27;75
1997;3;14;United Package;(503) 555-3199;United States;OR;Eugene;3;489.07;163.02;93;6281.50;7.79;36;0;28;22
1997;3;13;Speedy Express;(503) 555-9831;France;;Toulouse;2;27.65;13.83;29;355.05;7.79;119;0;29;62
1997;3;13;Speedy Express;(503) 555-9831;Brazil;RJ;Rio de Janeiro;2;212.38;106.19;81;2342.38;9.07;25;0;30;26
1997;3;13;Speedy Express;(503) 555-9831;United States;OR;Elgin;2;201.55;100.78;55;2180.80;9.24;36;0;31;39
1997;3;13;Speedy Express;(503) 555-9831;Brazil;SP;Resende;1;13.41;13.41;15;142.50;9.41;25;0;32;71
1997;3;13;Speedy Express;(503) 555-9831;France;;Nantes;2;95.42;47.71;41;983.10;9.71;119;0;33;49
1997;3;14;United Package;(503) 555-3199;Switzerland;;Genève;1;464.84;464.84;46;4666.94;9.96;219;0;34;45
1997;3;13;Speedy Express;(503) 555-9831;Germany;;Stuttgart;2;129.86;64.93;85;1297.75;10.01;240;0;35;24
1997;3;14;United Package;(503) 555-3199;Brazil;SP;Campinas;2;115.53;57.77;61;1119.94;10.32;25;0;36;35
1997;3;15;Federal Shipping;(503) 555-9931;Italy;;Bergamo;1;142.38;142.38;65;1326.23;10.74;206;0;37;34
1997;3;13;Speedy Express;(503) 555-9831;Germany;;Berlin;1;88.38;88.38;38;814.50;10.85;240;0;38;51
1997;3;14;United Package;(503) 555-3199;Sweden;;Luleå;2;607.57;303.78;79;5318.85;11.42;25;0;39;29
1997;3;15;Federal Shipping;(503) 555-9931;Canada;Québec;Montréal;2;271.64;135.82;162;2361.00;11.51;4;0;40;9
1997;3;14;United Package;(503) 555-3199;Brazil;RJ;Rio de Janeiro;2;119.58;59.79;80;1008.38;11.86;25;0;41;27
1997;3;14;United Package;(503) 555-3199;United Kingdom;Isle of Wight;Cowes;2;95.82;47.91;55;803.50;11.93;281;0;42;39
1997;3;15;Federal Shipping;(503) 555-9931;Denmark;;Kobenhavn;1;83.78;83.78;50;696.00;12.04;137;0;43;43
1997;3;13;Speedy Express;(503) 555-9831;Germany;;Frankfurt a.M.;1;64.2;64.2;30;516.47;12.43;240;0;44;60
1997;3;15;Federal Shipping;(503) 555-9931;Germany;;Cunewalde;1;389.34;389.34;140;3120.00;12.48;240;0;45;12
1997;3;14;United Package;(503) 555-3199;Mexico;;México D.F.;2;114.42;57.21;94;910.35;12.57;66;0;46;21
1997;3;13;Speedy Express;(503) 555-9831;Austria;;Salzburg;1;193;193;45;1404.45;13.74;109;0;47;46
1997;3;15;Federal Shipping;(503) 555-9931;Austria;;Salzburg;1;105.36;105.36;67;718.08;14.67;109;0;48;32
1997;3;13;Speedy Express;(503) 555-9831;United States;ID;Boise;1;1001.2;1001.2;213;6475.40;15.46;36;0;49;6
1997;3;14;United Package;(503) 555-3199;Venezuela;Táchira;San Cristóbal;2;375.44;187.72;158;2407.20;15.60;32;0;50;10
1997;3;13;Speedy Express;(503) 555-9831;Finland;;Helsinki;1;68.28;68.28;15;412.35;16.56;18;0;51;71
1997;3;13;Speedy Express;(503) 555-9831;Canada;Québec;Montréal;1;464.04;464.04;105;2697.50;17.20;4;0;52;16
1997;3;13;Speedy Express;(503) 555-9831;Venezuela;Nueva Esparta;I. de Margarita;1;475.32;475.32;101;2720.05;17.47;32;0;53;18
1997;3;14;United Package;(503) 555-3199;France;;Marseille;1;339.45;339.45;80;1930.40;17.58;119;0;54;27
1997;3;15;Federal Shipping;(503) 555-9931;United States;OR;Eugene;1;228.39;228.39;70;1287.40;17.74;36;0;55;31
1997;3;14;United Package;(503) 555-3199;Germany;;Stuttgart;2;182.86;91.43;59;1023.08;17.87;240;0;56;36
1997;3;14;United Package;(503) 555-3199;Republic of Ireland;Co. Cork;Cork;1;889.29;889.29;66;4960.90;17.93;72;0;57;33
1997;3;15;Federal Shipping;(503) 555-9931;Brazil;RJ;Rio de Janeiro;1;101.94;101.94;38;560.00;18.20;25;0;58;51
1997;3;14;United Package;(503) 555-3199;United States;MT;Butte;1;284.4;284.4;26;1393.24;20.41;36;0;59;66
1997;3;13;Speedy Express;(503) 555-9831;Denmark;;Århus;1;167.76;167.76;74;812.50;20.65;137;0;60;30
1997;3;14;United Package;(503) 555-3199;Germany;;München;2;581.45;290.73;164;2759.95;21.07;240;0;61;7
1997;3;13;Speedy Express;(503) 555-9831;Brazil;SP;Sao Paulo;1;603.87;603.87;95;2761.94;21.86;25;0;62;19
1997;3;13;Speedy Express;(503) 555-9831;Germany;;Köln;1;436.89;436.89;90;1768.00;24.71;240;0;63;23
1997;3;14;United Package;(503) 555-3199;Brazil;SP;Sao Paulo;1;317.43;317.43;84;1227.02;25.87;25;0;64;25
1997;3;14;United Package;(503) 555-3199;Germany;;Frankfurt a.M.;1;522.6;522.6;45;1994.40;26.20;240;0;65;46
1997;3;15;Federal Shipping;(503) 555-9931;Brazil;SP;Sao Paulo;2;768.63;384.32;135;2909.60;26.42;25;0;66;13
1997;3;13;Speedy Express;(503) 555-9831;Mexico;;México D.F.;1;131.7;131.7;18;479.75;27.45;66;0;67;69
1997;3;15;Federal Shipping;(503) 555-9931;United States;ID;Boise;2;1770.84;885.42;330;6442.25;27.49;36;0;68;2
1997;3;13;Speedy Express;(503) 555-9831;Sweden;;Luleå;1;165.78;165.78;38;601.83;27.55;25;0;69;51
1997;3;13;Speedy Express;(503) 555-9831;United States;OR;Eugene;1;171.45;171.45;37;604.22;28.38;36;0;70;55
1997;3;14;United Package;(503) 555-3199;Poland;;Warszawa;1;241.95;241.95;31;808.00;29.94;124;0;71;58
1997;3;15;Federal Shipping;(503) 555-9931;Republic of Ireland;Co. Cork;Cork;2;604.42;302.21;150;2008.60;30.09;72;0;72;11
1997;3;13;Speedy Express;(503) 555-9831;Germany;;Cunewalde;1;1456.6;1456.6;255;4464.60;32.63;240;0;73;4
1997;3;15;Federal Shipping;(503) 555-9931;Austria;;Graz;1;1911.6;1911.6;164;5510.59;34.69;109;0;74;7
1997;3;13;Speedy Express;(503) 555-9831;Germany;;München;2;1203.9;601.95;242;3384.90;35.57;240;0;75;5
1997;3;14;United Package;(503) 555-3199;Canada;Québec;Montréal;1;1516.52;1516.52;135;4109.70;36.90;4;0;76;13
1997;3;15;Federal Shipping;(503) 555-9931;France;;Lille;1;1949.52;1949.52;102;4985.50;39.10;119;0;77;17
1997;3;14;United Package;(503) 555-3199;United States;ID;Boise;3;4934.08;1644.69;540;12229.60;40.35;36;0;78;1
1997;4;13;Speedy Express;(503) 555-9831;Germany;;Cunewalde;1;14.08;14.08;92;4529.80;0.31;240;0;1;28
1997;4;15;Federal Shipping;(503) 555-9931;Germany;;Leipzig;1;0.58;0.58;12;114.00;0.51;240;0;2;82
1997;4;15;Federal Shipping;(503) 555-9931;Venezuela;DF;Caracas;1;3.02;3.02;20;387.50;0.78;32;0;3;73
1997;4;13;Speedy Express;(503) 555-9831;United Kingdom;Isle of Wight;Cowes;1;4.66;4.66;12;446.60;1.04;281;0;4;82
1997;4;14;United Package;(503) 555-3199;Brazil;SP;Campinas;1;3.01;3.01;20;224.00;1.34;25;0;5;73
1997;4;14;United Package;(503) 555-3199;Venezuela;Táchira;San Cristóbal;1;7.04;7.04;24;378.00;1.86;32;0;6;66
1997;4;15;Federal Shipping;(503) 555-9931;Brazil;RJ;Rio de Janeiro;1;5.32;5.32;15;236.25;2.25;25;0;7;80
1997;4;14;United Package;(503) 555-3199;Sweden;;Luleå;1;13.42;13.42;35;472.50;2.84;25;0;8;59
1997;4;14;United Package;(503) 555-3199;United States;OR;Portland;1;5.92;5.92;9;180.40;3.28;36;0;9;86
1997;4;14;United Package;(503) 555-3199;France;;Marseille;1;66.84;66.84;99;1948.50;3.43;119;0;10;23
1997;4;14;United Package;(503) 555-3199;United States;ID;Boise;1;157.23;157.23;174;4451.70;3.53;36;0;11;8
1997;4;14;United Package;(503) 555-3199;United Kingdom;;London;1;81.99;81.99;64;2278.40;3.60;281;0;12;44
1997;4;15;Federal Shipping;(503) 555-9931;Mexico;;México D.F.;1;11.99;11.99;10;320.00;3.75;66;0;13;84
1997;4;15;Federal Shipping;(503) 555-9931;United Kingdom;Essex;Colchester;3;85.22;28.41;126;2060.10;4.14;281;0;14;14
1997;4;13;Speedy Express;(503) 555-9831;Venezuela;Táchira;San Cristóbal;1;106.08;106.08;90;2341.36;4.53;32;0;15;30
1997;4;13;Speedy Express;(503) 555-9831;United States;WA;Seattle;1;21.72;21.72;15;468.45;4.64;36;0;16;80
1997;4;13;Speedy Express;(503) 555-9831;United Kingdom;;London;1;33.12;33.12;30;655.00;5.06;281;0;17;64
1997;4;14;United Package;(503) 555-3199;Germany;;Frankfurt a.M.;1;182.56;182.56;43;3603.22;5.07;240;0;18;55
1997;4;15;Federal Shipping;(503) 555-9931;Switzerland;;Bern;1;125.72;125.72;83;2311.70;5.44;219;0;19;31
1997;4;15;Federal Shipping;(503) 555-9931;United States;ID;Boise;1;122.45;122.45;137;2205.75;5.55;36;0;20;12
1997;4;13;Speedy Express;(503) 555-9831;France;;Paris;1;2.91;2.91;3;52.35;5.56;119;0;21;88
1997;4;15;Federal Shipping;(503) 555-9931;Belgium;;Charleroi;1;1.59;1.59;2;28.00;5.68;383;0;22;89
1997;4;13;Speedy Express;(503) 555-9831;Brazil;RJ;Rio de Janeiro;2;74.58;37.29;71;1177.26;6.34;25;0;23;38
1997;4;14;United Package;(503) 555-3199;Spain;;Madrid;1;194.18;194.18;60;3026.85;6.42;94;0;24;46
1997;4;14;United Package;(503) 555-3199;Germany;;München;2;211.45;105.73;106;3100.51;6.82;240;0;25;21
1997;4;14;United Package;(503) 555-3199;Germany;;Berlin;1;61.02;61.02;20;878.00;6.95;240;0;26;73
1997;4;13;Speedy Express;(503) 555-9831;Sweden;;Luleå;1;6.79;6.79;10;96.50;7.04;25;0;27;84
1997;4;14;United Package;(503) 555-3199;United States;NM;Albuquerque;1;37.32;37.32;53;507.00;7.36;36;0;28;50
1997;4;13;Speedy Express;(503) 555-9831;Finland;;Helsinki;1;50.16;50.16;34;642.00;7.81;18;0;29;61
1997;4;13;Speedy Express;(503) 555-9831;Brazil;SP;Campinas;1;56.46;56.46;23;722.50;7.81;25;0;30;68
1997;4;14;United Package;(503) 555-3199;Germany;;Aachen;1;33.35;33.35;20;420.00;7.94;240;0;31;73
1997;4;14;United Package;(503) 555-3199;Germany;;Leipzig;1;116.26;116.26;40;1335.00;8.71;240;0;32;56
1997;4;15;Federal Shipping;(503) 555-9931;Argentina;;Buenos Aires;1;1.1;1.1;1;12.50;8.80;17;0;33;90
1997;4;14;United Package;(503) 555-3199;Republic of Ireland;Co. Cork;Cork;1;88.2;88.2;60;997.00;8.85;72;0;34;46
1997;4;15;Federal Shipping;(503) 555-9931;France;;Reims;1;22.16;22.16;24;240.00;9.23;119;0;35;66
1997;4;13;Speedy Express;(503) 555-9831;France;;Marseille;3;203.73;67.91;99;2140.26;9.52;119;0;36;23
1997;4;14;United Package;(503) 555-3199;Argentina;;Buenos Aires;1;67.71;67.71;22;706.00;9.59;17;0;37;69
1997;4;13;Speedy Express;(503) 555-9831;Switzerland;;Bern;1;193.3;193.3;70;1890.50;10.22;219;0;38;39
1997;4;14;United Package;(503) 555-3199;Austria;;Graz;2;264.51;132.26;116;2502.00;10.57;109;0;39;17
1997;4;14;United Package;(503) 555-3199;France;;Lille;1;402.4;402.4;93;3687.00;10.91;119;0;40;27
1997;4;14;United Package;(503) 555-3199;France;;Reims;1;15.58;15.58;16;139.80;11.14;119;0;41;79
1997;4;15;Federal Shipping;(503) 555-9931;Brazil;SP;Sao Paulo;1;32.49;32.49;22;287.80;11.29;25;0;42;69
1997;4;13;Speedy Express;(503) 555-9831;Venezuela;Lara;Barquisimeto;1;84.26;84.26;50;720.00;11.70;32;0;43;52
1997;4;15;Federal Shipping;(503) 555-9931;Brazil;SP;Campinas;2;637.29;318.65;143;4922.35;12.95;25;0;44;11
1997;4;13;Speedy Express;(503) 555-9831;Italy;;Torino;3;26.72;8.91;20;199.90;13.37;206;0;45;73
1997;4;14;United Package;(503) 555-3199;Brazil;RJ;Rio de Janeiro;2;269.02;134.51;44;1992.50;13.50;25;0;46;54
1997;4;13;Speedy Express;(503) 555-9831;Denmark;;Århus;2;329.43;164.72;130;2420.28;13.61;137;0;47;13
1997;4;15;Federal Shipping;(503) 555-9931;Italy;;Bergamo;2;212.65;106.33;65;1543.20;13.78;206;0;48;43
1997;4;13;Speedy Express;(503) 555-9831;Brazil;SP;Resende;1;165.69;165.69;54;1193.01;13.89;25;0;49;49
1997;4;13;Speedy Express;(503) 555-9831;Germany;;Berlin;1;47.88;47.88;21;330.00;14.51;240;0;50;71
1997;4;13;Speedy Express;(503) 555-9831;Republic of Ireland;Co. Cork;Cork;1;179.86;179.86;33;1233.48;14.58;72;0;51;62
1997;4;14;United Package;(503) 555-3199;United States;WY;Lander;1;292.84;292.84;67;1990.00;14.72;36;0;52;41
1997;4;13;Speedy Express;(503) 555-9831;Finland;;Oulu;1;237.9;237.9;70;1590.56;14.96;18;0;53;39
1997;4;14;United Package;(503) 555-3199;France;;Lyon;1;66.33;66.33;37;439.60;15.09;119;0;54;58
1997;4;15;Federal Shipping;(503) 555-9931;Germany;;Brandenburg;2;775.8;387.9;181;5016.50;15.46;240;0;55;7
1997;4;13;Speedy Express;(503) 555-9831;Belgium;;Bruxelles;1;466.92;466.92;82;2917.00;16.01;383;0;56;32
1997;4;13;Speedy Express;(503) 555-9831;Brazil;SP;Sao Paulo;2;346.95;173.48;152;2126.58;16.31;25;0;57;9
1997;4;13;Speedy Express;(503) 555-9831;Italy;;Reggio Emilia;1;269.7;269.7;40;1624.50;16.60;206;0;58;56
1997;4;14;United Package;(503) 555-3199;United Kingdom;Isle of Wight;Cowes;1;184.59;184.59;31;1080.00;17.09;281;0;59;63
1997;4;15;Federal Shipping;(503) 555-9931;United States;OR;Portland;1;474.68;474.68;20;2775.00;17.11;36;0;60;73
1997;4;13;Speedy Express;(503) 555-9831;United States;ID;Boise;5;1957.33;391.47;642;11314.30;17.30;36;0;61;1
1997;4;15;Federal Shipping;(503) 555-9931;Germany;;Cunewalde;3;1286.74;428.91;295;7264.48;17.71;240;0;62;3
1997;4;13;Speedy Express;(503) 555-9831;United States;MT;Butte;1;40.5;40.5;9;228.00;17.76;36;0;63;86
1997;4;14;United Package;(503) 555-3199;United States;CA;San Francisco;2;246.26;123.13;77;1380.65;17.84;36;0;64;35
1997;4;15;Federal Shipping;(503) 555-9931;Poland;;Warszawa;1;71.37;71.37;28;399.85;17.85;124;0;65;65
1997;4;14;United Package;(503) 555-3199;Sweden;;Bräcke;1;456.9;456.9;75;2545.00;17.95;25;0;66;37
1997;4;14;United Package;(503) 555-3199;Brazil;SP;Sao Paulo;1;233.32;233.32;48;1296.75;17.99;25;0;67;53
1997;4;14;United Package;(503) 555-3199;Canada;Québec;Montréal;1;115.5;115.5;21;638.50;18.09;4;0;68;71
1997;4;15;Federal Shipping;(503) 555-9931;Austria;;Graz;3;1986.31;662.1;435;10951.68;18.14;109;0;69;2
1997;4;15;Federal Shipping;(503) 555-9931;France;;Lille;1;112.05;112.05;66;616.00;18.19;119;0;70;42
1997;4;13;Speedy Express;(503) 555-9831;France;;Toulouse;1;499.86;499.86;35;2622.76;19.06;119;0;71;59
1997;4;13;Speedy Express;(503) 555-9831;Germany;;Köln;1;472.65;472.65;115;2310.00;20.46;240;0;72;18
1997;4;15;Federal Shipping;(503) 555-9931;United States;AK;Anchorage;1;406.89;406.89;52;1893.00;21.49;36;0;73;51
1997;4;15;Federal Shipping;(503) 555-9931;Finland;;Oulu;1;219.48;219.48;58;975.88;22.49;18;0;74;48
1997;4;13;Speedy Express;(503) 555-9831;Venezuela;Nueva Esparta;I. de Margarita;1;182.08;182.08;76;805.43;22.61;32;0;75;36
1997;4;15;Federal Shipping;(503) 555-9931;Sweden;;Luleå;1;330.33;330.33;61;1459.00;22.64;25;0;76;45
1997;4;15;Federal Shipping;(503) 555-9931;Venezuela;Nueva Esparta;I. de Margarita;1;423.18;423.18;120;1850.00;22.87;32;0;77;15
1997;4;15;Federal Shipping;(503) 555-9931;Republic of Ireland;Co. Cork;Cork;1;660.93;660.93;97;2864.50;23.07;72;0;78;25
1997;4;14;United Package;(503) 555-3199;United States;WA;Seattle;1;327.52;327.52;94;1416.00;23.13;36;0;79;26
1997;4;15;Federal Shipping;(503) 555-9931;Canada;BC;Tsawassen;1;731.19;731.19;105;3118.00;23.45;4;0;80;22
1997;4;15;Federal Shipping;(503) 555-9931;United Kingdom;;London;2;415.1;207.55;78;1720.94;24.12;281;0;81;34
1997;4;13;Speedy Express;(503) 555-9831;Austria;;Salzburg;1;469.32;469.32;82;1912.85;24.54;109;0;82;32
1997;4;15;Federal Shipping;(503) 555-9931;United States;WA;Seattle;2;762.46;381.23;149;3067.20;24.86;36;0;83;10
1997;4;13;Speedy Express;(503) 555-9831;Sweden;;Bräcke;2;1411.36;705.68;186;5205.75;27.11;25;0;84;6
1997;4;14;United Package;(503) 555-3199;Denmark;;Århus;1;897.27;897.27;92;3160.60;28.39;137;0;85;28
1997;4;15;Federal Shipping;(503) 555-9931;Switzerland;;Genève;2;937.67;468.84;197;3276.08;28.62;219;0;86;5
1997;4;14;United Package;(503) 555-3199;United Kingdom;Essex;Colchester;2;609;304.5;109;1796.20;33.90;281;0;87;19
1997;4;14;United Package;(503) 555-3199;Denmark;;Kobenhavn;1;1029.04;1029.04;120;2942.81;34.97;137;0;88;15
1997;4;14;United Package;(503) 555-3199;Germany;;Cunewalde;2;4135.65;2067.83;272;10896.30;37.95;240;0;89;4
1997;4;13;Speedy Express;(503) 555-9831;Austria;;Graz;1;1362.35;1362.35;108;3436.44;39.64;109;0;90;20
1998;1;13;Speedy Express;(503) 555-9831;Finland;;Helsinki;1;1.64;1.64;23;336.80;0.49;18;0;1;91
1998;1;15;Federal Shipping;(503) 555-9931;Venezuela;Lara;Barquisimeto;1;1.21;1.21;8;122.40;0.99;32;0;2;111
1998;1;14;United Package;(503) 555-3199;Brazil;RJ;Rio de Janeiro;1;193.37;193.37;60;15810.00;1.22;25;0;3;57
1998;1;15;Federal Shipping;(503) 555-9931;United States;OR;Portland;1;0.53;0.53;8;36.00;1.47;36;0;4;111
1998;1;14;United Package;(503) 555-3199;United Kingdom;Essex;Colchester;3;83.13;27.71;143;5113.25;1.63;281;0;5;19
1998;1;15;Federal Shipping;(503) 555-9931;Spain;;Barcelona;1;2.5;2.5;10;140.00;1.79;94;0;6;108
1998;1;13;Speedy Express;(503) 555-9831;France;;Strasbourg;1;14.18;14.18;50;730.00;1.94;119;0;7;65
1998;1;13;Speedy Express;(503) 555-9831;United States;OR;Portland;1;1.93;1.93;3;98.40;1.96;36;0;8;114
1998;1;13;Speedy Express;(503) 555-9831;Spain;;Barcelona;1;5.44;5.44;20;275.00;1.98;94;0;9;95
1998;1;14;United Package;(503) 555-3199;United States;WA;Seattle;1;74.65;74.65;140;3523.40;2.12;36;0;10;21
1998;1;13;Speedy Express;(503) 555-9831;Canada;BC;Tsawassen;1;28.02;28.02;29;1014.00;2.76;4;0;11;88
1998;1;15;Federal Shipping;(503) 555-9931;United States;WY;Lander;1;12.96;12.96;10;439.00;2.95;36;0;12;108
