sk_venta;sk_cliente;sk_producto;sk_empleado;sk_tiempo;sk_geografia_envio;sk_shipper;precio_unitario;cantidad;descuento;flete;monto_total;nk_orden_id
4702;258;207;20;19961219;328;13;26.20;40;0;34.86;1048.00;10388
4703;196;164;22;19961220;292;14;24.80;16;0;47.42;396.80;10389
4704;196;209;22;19961220;292;14;19.20;15;0;47.42;288.00;10389
4705;196;216;22;19961220;292;14;39.40;20;0;47.42;788.00;10389
4706;196;224;22;19961220;292;14;12.00;30;0;47.42;360.00;10389
4707;206;185;24;19961223;378;13;10.00;60;0.1;126.38;540.00;10390
4708;206;189;24;19961223;378;13;14.40;40;0.1;126.38;518.40;10390
4709;206;200;24;19961223;378;13;9.60;45;0;126.38;432.00;10390
4710;206;226;24;19961223;378;13;27.80;24;0.1;126.38;600.48;10390
4711;203;167;21;19961223;412;15;4.80;18;0;5.45;86.40;10391
4712;245;223;20;19961224;367;15;28.80;50;0;122.46;1440.00;10392
4713;257;156;19;19961225;286;15;15.20;25;0.25;126.56;285.00;10393
4714;257;168;19;19961225;286;15;18.60;42;0.25;126.56;585.90;10393
4715;257;179;19;19961225;286;15;11.20;7;0.25;126.56;58.80;10393
4716;257;180;19;19961225;286;15;24.90;70;0.25;126.56;1307.25;10393
4717;257;185;19;19961225;286;15;10.00;32;0;126.56;320.00;10393
4718;222;167;19;19961225;358;15;4.80;10;0;30.34;48.00;10394
4719;222;216;19;19961225;358;15;39.40;10;0;30.34;394.00;10394
4720;221;200;24;19961226;355;13;9.60;28;0.1;184.41;241.92;10395
4721;221;207;24;19961226;355;13;26.20;70;0.1;184.41;1650.60;10395
4722;221;223;24;19961226;355;13;28.80;8;0;184.41;230.40;10395
4723;211;177;19;19961227;345;15;7.20;40;0;135.35;288.00;10396
4724;211;225;19;19961227;345;15;17.20;60;0;135.35;1032.00;10396
4725;211;226;19;19961227;345;15;27.80;21;0;135.35;583.80;10396
4726;246;175;23;19961227;362;13;8.00;10;0.15;60.26;68.00;10397
4727;246;205;23;19961227;362;13;42.40;18;0.15;60.26;648.72;10397
4728;257;189;20;19961230;286;15;14.40;30;0;89.16;432.00;10398
4729;257;209;20;19961230;286;15;19.20;120;0.1;89.16;2073.60;10398
4730;269;222;26;19961231;398;15;10.00;60;0;27.36;600.00;10399
4731;269;225;26;19961231;398;15;17.20;30;0;27.36;516.00;10399
4732;269;230;26;19961231;398;15;14.40;35;0;27.36;504.00;10399
4733;269;231;26;19961231;398;15;10.40;14;0;27.36;145.60;10399
4734;205;183;19;19970101;304;15;99.00;21;0;83.93;2079.00;10400
4735;205;189;19;19970101;304;15;14.40;35;0;83.93;504.00;10400
4736;205;203;19;19970101;304;15;16.00;30;0;83.93;480.00;10400
4737;251;184;19;19970101;299;13;20.70;18;0;12.51;372.60;10401
4738;251;210;19;19970101;299;13;30.40;70;0;12.51;2128.00;10401
4739;251;219;19;19970101;299;13;16.80;20;0;12.51;336.00;10401
4740;251;225;19;19970101;299;13;17.20;60;0;12.51;1032.00;10401
4741;206;177;26;19970102;378;14;7.20;60;0;67.88;432.00;10402
4742;206;217;26;19970102;378;14;35.10;65;0;67.88;2281.50;10402
4743;206;170;22;19970103;378;15;13.90;21;0.15;73.79;248.12;10403
4744;206;202;22;19970103;378;15;10.20;70;0.15;73.79;606.90;10403
4745;235;180;20;19970103;407;13;24.90;30;0.05;155.97;709.65;10404
4746;235;196;20;19970103;407;13;11.20;40;0.05;155.97;425.60;10404
4747;235;203;20;19970103;407;13;16.00;30;0.05;155.97;456.00;10404
4748;233;157;19;19970106;341;13;8.00;50;0;34.82;400.00;10405
4749;248;155;25;19970107;332;13;14.40;10;0;108.04;144.00;10406
4750;248;175;25;19970107;332;13;8.00;30;0.1;108.04;216.00;10406
4751;248;182;25;19970107;332;13;36.40;42;0.1;108.04;1375.92;10406
4752;248;190;25;19970107;332;13;15.20;5;0.1;108.04;68.40;10406
4753;248;194;25;19970107;332;13;14.70;2;0.1;108.04;26.46;10406
4754;242;165;20;19970107;384;14;16.80;30;0;91.48;504.00;10407
4755;242;223;20;19970107;384;14;28.80;15;0;91.48;432.00;10407
4756;242;225;20;19970107;384;14;17.20;15;0;91.48;258.00;10407
4757;209;191;26;19970108;285;13;20.80;10;0;11.26;208.00;10408
4758;209;208;26;19970108;285;13;5.90;6;0;11.26;35.40;10408
4759;209;216;26;19970108;285;13;39.40;35;0;11.26;1379.00;10408
4760;240;168;21;19970109;374;13;18.60;12;0;29.83;223.20;10409
4761;240;175;21;19970109;374;13;8.00;12;0;29.83;96.00;10409
4762;196;187;21;19970110;292;15;2.00;49;0;2.4;98.00;10410
4763;196;213;21;19970110;292;15;44.00;16;0;2.4;704.00;10410
4764;196;195;27;19970110;292;15;7.70;25;0.2;23.65;154.00;10411
4765;196;198;27;19970110;292;15;15.50;40;0.2;23.65;496.00;10411
4766;196;213;27;19970110;292;15;44.00;9;0.2;23.65;316.80;10411
4767;273;168;26;19970113;404;14;18.60;20;0.1;3.77;334.80;10412
4768;227;155;21;19970114;277;14;14.40;24;0;95.66;345.60;10413
4769;227;216;21;19970114;277;14;39.40;40;0;95.66;1576.00;10413
4770;227;230;21;19970114;277;14;14.40;14;0;95.66;201.60;10413
4771;207;173;20;19970114;391;15;7.30;18;0.05;21.48;124.83;10414
4772;207;187;20;19970114;391;15;2.00;50;0;21.48;100.00;10414
4773;222;171;21;19970115;358;13;31.20;2;0;0.2;62.40;10415
4774;222;187;21;19970115;358;13;2.00;20;0;0.2;40.00;10415
4775;273;173;26;19970116;404;15;7.30;20;0;22.72;146.00;10416
4776;273;207;26;19970116;404;15;26.20;10;0;22.72;262.00;10416
4777;273;211;26;19970116;404;15;15.60;20;0;22.72;312.00;10416
4778;259;192;22;19970116;411;15;210.80;50;0;70.29;10540.00;10417
4779;259;200;22;19970116;411;15;9.60;2;0.25;70.29;14.40;10417
4780;259;222;22;19970116;411;15;10.00;36;0.25;70.29;270.00;10417
4781;259;231;22;19970116;411;15;10.40;35;0;70.29;364.00;10417
4782;249;156;22;19970117;402;13;15.20;60;0;17.55;912.00;10418
4783;249;201;22;19970117;402;13;7.60;55;0;17.55;418.00;10418
4784;249;215;22;19970117;402;13;22.80;16;0;17.55;364.80;10418
4785;249;228;22;19970117;402;13;8.00;15;0;17.55;120.00;10418
4786;254;214;22;19970120;400;14;27.20;60;0.05;137.35;1550.40;10419
4787;254;223;22;19970120;400;14;28.80;20;0.05;137.35;547.20;10419
4788;274;163;21;19970121;394;13;77.60;20;0.1;44.12;1396.80;10420
4789;274;167;21;19970121;394;13;4.80;2;0.1;44.12;8.64;10420
4790;274;224;21;19970121;394;13;12.00;8;0.1;44.12;86.40;10420
4791;274;227;21;19970121;394;13;12.00;20;0.1;44.12;216.00;10420
4792;247;173;26;19970121;393;13;7.30;4;0.15;99.23;24.82;10421
4793;247;180;26;19970121;393;13;24.90;30;0;99.23;747.00;10421
4794;247;207;26;19970121;393;13;26.20;15;0.15;99.23;334.05;10421
4795;247;231;26;19970121;393;13;10.40;10;0.15;99.23;88.40;10421
4796;213;180;20;19970122;408;13;24.90;2;0;3.02;49.80;10422
4797;217;185;24;19970123;333;15;10.00;14;0;24.5;140.00;10423
4798;217;213;24;19970123;333;15;44.00;20;0;24.5;880.00;10423
4799;237;189;25;19970123;306;14;14.40;60;0.2;370.61;691.20;10424
4800;237;192;25;19970123;306;14;210.80;49;0.2;370.61;8263.36;10424
4801;237;222;25;19970123;306;14;10.00;30;0.2;370.61;240.00;10424
4802;227;209;24;19970124;277;14;19.20;10;0.25;7.93;144.00;10425
4803;227;230;24;19970124;277;14;14.40;20;0.25;7.93;216.00;10425
4804;215;210;22;19970127;389;13;30.40;5;0;18.69;152.00;10426
4805;215;210;22;19970127;390;13;30.40;5;0;18.69;152.00;10426
4806;215;218;22;19970127;389;13;26.60;7;0;18.69;186.20;10426
4807;215;218;22;19970127;390;13;26.60;7;0;18.69;186.20;10426
4808;245;168;22;19970127;367;14;18.60;35;0;31.29;651.00;10427
4809;252;200;25;19970128;401;13;9.60;20;0;11.09;192.00;10428
4810;223;204;21;19970129;323;14;13.00;40;0;56.63;520.00;10429
4811;223;217;21;19970129;323;14;35.10;35;0.25;56.63;921.38;10429
4812;206;171;22;19970130;378;13;31.20;45;0.2;458.78;1123.20;10430
4813;206;175;22;19970130;378;13;8.00;50;0;458.78;400.00;10430
4814;206;210;22;19970130;378;13;30.40;30;0;458.78;912.00;10430
4815;206;213;22;19970130;378;13;44.00;70;0.2;458.78;2464.00;10430
4816;196;171;22;19970130;292;14;31.20;50;0.25;44.17;1170.00;10431
4817;196;194;22;19970130;292;14;14.70;50;0.25;44.17;551.25;10431
4818;196;201;22;19970130;292;14;7.60;30;0.25;44.17;171.00;10431
4819;261;180;21;19970131;387;14;24.90;10;0;4.34;249.00;10432
4820;261;208;21;19970131;387;14;5.90;40;0;4.34;236.00;10432
4821;246;210;21;19970203;362;15;30.40;28;0;73.83;851.20;10433
4822;210;165;21;19970203;414;14;16.80;6;0;17.92;100.80;10434
4823;210;230;21;19970203;414;14;14.40;18;0.15;17.92;220.32;10434
4824;202;156;26;19970204;344;14;15.20;10;0;9.21;152.00;10435
4825;202;176;26;19970204;344;14;16.80;12;0;9.21;201.60;10435
4826;202;226;26;19970204;344;14;27.80;10;0;9.21;278.00;10435
4827;193;200;21;19970205;294;14;9.60;5;0;156.66;48.00;10436
4828;193;210;21;19970205;294;14;30.40;40;0.1;156.66;1094.40;10436
4829;193;218;21;19970205;294;14;26.60;30;0.1;156.66;718.20;10436
4830;193;229;21;19970205;294;14;6.20;24;0.1;156.66;133.92;10436
4831;273;207;26;19970205;404;13;26.20;15;0;19.97;393.00;10437
4832;265;173;21;19970206;379;14;7.30;15;0.2;8.24;87.60;10438
4833;265;188;21;19970206;379;14;11.20;20;0.2;8.24;179.20;10438
4834;265;211;21;19970206;379;14;15.60;15;0.2;8.24;187.20;10438
4835;237;166;24;19970207;306;15;30.40;15;0;4.07;456.00;10439
4836;237;170;24;19970207;306;15;13.90;16;0;4.07;222.40;10439
4837;237;218;24;19970207;306;15;26.60;6;0;4.07;159.60;10439
4838;237;228;24;19970207;306;15;8.00;30;0;4.07;240.00;10439
4839;257;156;22;19970210;286;14;15.20;45;0.15;86.53;581.40;10440
4840;257;170;22;19970210;286;14;13.90;49;0.15;86.53;578.94;10440
4841;257;183;22;19970210;286;14;99.00;24;0.15;86.53;2019.60;10440
4842;257;215;22;19970210;286;14;22.80;90;0.15;86.53;1744.20;10440
4843;241;181;21;19970210;298;14;35.10;50;0;73.02;1755.00;10441
4844;206;165;21;19970211;378;14;16.80;30;0;47.94;504.00;10442
4845;206;208;21;19970211;378;14;5.90;80;0;47.94;472.00;10442
4846;206;220;21;19970211;378;14;13.60;60;0;47.94;816.00;10442
4847;252;165;26;19970212;401;13;16.80;6;0.2;13.95;80.64;10443
4848;252;182;26;19970212;401;13;36.40;12;0;13.95;436.80;10443
4849;191;171;21;19970212;343;15;31.20;10;0;3.5;312.00;10444
4850;191;180;21;19970212;343;15;24.90;15;0;3.5;373.50;10444
4851;191;189;21;19970212;343;15;14.40;8;0;3.5;115.20;10444
4852;191;195;21;19970212;343;15;7.70;30;0;3.5;231.00;10444
4853;191;193;21;19970213;343;13;14.40;6;0;9.3;86.40;10445
4854;191;208;21;19970213;343;13;5.90;15;0;9.3;88.50;10445
4855;265;173;24;19970214;379;13;7.30;12;0.1;14.68;78.84;10446
4856;265;178;24;19970214;379;13;3.60;20;0.1;14.68;64.80;10446
4857;265;185;24;19970214;379;13;10.00;3;0.1;14.68;27.00;10446
4858;265;206;24;19970214;379;13;5.60;15;0.1;14.68;75.60;10446
4859;253;173;22;19970214;334;14;7.30;40;0;68.66;292.00;10447
4860;253;219;22;19970214;334;14;16.80;35;0;68.66;588.00;10447
4861;253;225;22;19970214;334;14;17.20;2;0;68.66;34.40;10447
4862;250;180;22;19970217;337;14;24.90;6;0;38.82;149.40;10448
4863;250;194;22;19970217;337;14;14.70;20;0;38.82;294.00;10448
4864;193;164;21;19970218;294;14;24.80;14;0;53.3;347.20;10449
4865;193;206;21;19970218;294;14;5.60;20;0;53.3;112.00;10449
4866;193;216;21;19970218;294;14;39.40;35;0;53.3;1379.00;10449
4867;270;164;26;19970219;288;14;24.80;20;0.2;7.23;396.80;10450
4868;270;208;26;19970219;288;14;5.90;6;0.2;7.23;28.32;10450
4869;249;209;22;19970219;402;15;19.20;120;0.1;189.09;2073.60;10451
4870;249;218;22;19970219;402;15;26.60;35;0.1;189.09;837.90;10451
4871;249;219;22;19970219;402;15;16.80;28;0.1;189.09;423.36;10451
4872;249;231;22;19970219;402;15;10.40;55;0.1;189.09;514.80;10451
4873;257;182;26;19970220;286;13;36.40;15;0;140.26;546.00;10452
4874;257;198;26;19970220;286;13;15.50;100;0.05;140.26;1472.50;10452
4875;190;202;19;19970221;348;14;10.20;15;0.1;25.36;137.70;10453
4876;190;224;19;19970221;348;14;12.00;25;0.1;25.36;270.00;10453
4877;227;170;22;19970221;277;15;13.90;20;0.2;2.74;222.40;10454
4878;227;187;22;19970221;277;15;2.00;20;0.2;2.74;32.00;10454
4879;227;200;22;19970221;277;15;9.60;10;0.2;2.74;76.80;10454
4880;273;193;26;19970224;404;14;14.40;20;0;180.45;288.00;10455
4881;273;207;26;19970224;404;14;26.20;50;0;180.45;1310.00;10455
4882;273;215;26;19970224;404;14;22.80;25;0;180.45;570.00;10455
4883;273;225;26;19970224;404;14;17.20;30;0;180.45;516.00;10455
4884;225;175;26;19970225;383;14;8.00;40;0.15;8.12;272.00;10456
4885;225;203;26;19970225;383;14;16.00;21;0.15;8.12;285.60;10456
4886;225;213;20;19970225;383;13;44.00;36;0;11.57;1584.00;10457
4887;262;180;25;19970226;347;15;24.90;30;0;147.06;747.00;10458
4888;262;182;25;19970226;347;15;36.40;30;0;147.06;1092.00;10458
4889;262;197;25;19970226;347;15;36.80;20;0;147.06;736.00;10458
4890;262;210;25;19970226;347;15;30.40;15;0;147.06;456.00;10458
4891;262;225;25;19970226;347;15;17.20;50;0;147.06;860.00;10458
4892;270;161;22;19970227;288;14;24.00;16;0.05;25.09;364.80;10459
4893;270;200;22;19970227;288;14;9.60;20;0.05;25.09;182.40;10459
4894;270;226;22;19970227;288;14;27.80;40;0;25.09;1112.00;10459
4895;210;222;26;19970228;414;13;10.00;21;0.25;16.27;157.50;10460
4896;210;229;26;19970228;414;13;6.20;4;0.25;16.27;18.60;10460
4897;232;175;19;19970228;356;15;8.00;40;0.25;148.61;240.00;10461
4898;232;184;19;19970228;356;15;20.70;28;0.25;148.61;434.70;10461
4899;232;209;19;19970228;356;15;19.20;60;0.25;148.61;864.00;10461
4900;202;167;20;19970303;344;13;4.80;1;0;6.17;4.80;10462
4901;202;177;20;19970303;344;13;7.20;21;0;6.17;151.20;10462
4902;262;173;23;19970304;347;15;7.30;21;0;14.78;153.30;10463
4903;262;196;23;19970304;347;15;11.20;50;0;14.78;560.00;10463
4904;214;158;22;19970304;375;14;17.60;16;0.2;89;225.28;10464
4905;214;197;22;19970304;375;14;36.80;3;0;89;110.40;10464
4906;214;210;22;19970304;375;14;30.40;30;0.2;89;729.60;10464
4907;214;214;22;19970304;375;14;27.20;20;0;89;544.00;10464
4908;269;178;19;19970305;398;15;3.60;25;0;145.04;90.00;10465
4909;269;183;19;19970305;398;15;99.00;18;0.1;145.04;1603.80;10465
4910;269;194;19;19970305;398;15;14.70;20;0;145.04;294.00;10465
4911;269;199;19;19970305;398;15;7.60;30;0.1;145.04;205.20;10465
4912;269;204;19;19970305;398;15;13.00;25;0;145.04;325.00;10465
4913;201;165;22;19970306;338;13;16.80;10;0;11.93;168.00;10466
4914;201;200;22;19970306;338;13;9.60;5;0;11.93;48.00;10466
4915;235;178;26;19970306;407;14;3.60;28;0;4.93;100.80;10467
4916;235;179;26;19970306;407;14;11.20;12;0;4.93;134.40;10467
4917;225;184;21;19970307;383;15;20.70;8;0;44.12;165.60;10468
4918;225;197;21;19970307;383;15;36.80;15;0;44.12;552.00;10468
4919;275;156;19;19970310;278;13;15.20;40;0.15;60.18;516.80;10469
4920;275;170;19;19970310;278;13;13.90;35;0.15;60.18;413.53;10469
4921;275;198;19;19970310;278;13;15.50;2;0.15;60.18;26.35;10469
4922;195;172;22;19970311;280;14;50.00;30;0;64.56;1500.00;10470
4923;195;177;22;19970311;280;14;7.20;15;0;64.56;108.00;10470
4924;195;218;22;19970311;280;14;26.60;8;0;64.56;212.80;10470
4925;197;161;20;19970311;363;15;24.00;30;0;45.59;720.00;10471
4926;197;210;20;19970311;363;15;30.40;20;0;45.59;608.00;10471
4927;258;178;26;19970312;328;13;3.60;80;0.05;4.2;273.60;10472
4928;258;205;26;19970312;328;13;42.40;18;0;4.2;763.20;10472
4929;224;187;19;19970313;366;15;2.00;12;0;16.37;24.00;10473
4930;224;225;19;19970313;366;15;17.20;12;0;16.37;206.40;10473
4931;244;168;23;19970313;353;14;18.60;12;0;83.49;223.20;10474
4932;244;182;23;19970313;353;14;36.40;18;0;83.49;655.20;10474
4933;244;194;23;19970313;353;14;14.70;21;0;83.49;308.70;10474
4934;244;229;23;19970313;353;14;6.20;10;0;83.49;62.00;10474
4935;262;185;27;19970314;347;13;10.00;35;0.15;68.52;297.50;10475
4936;262;220;27;19970314;347;13;13.60;60;0.15;68.52;693.60;10475
4937;262;230;27;19970314;347;13;14.40;42;0.15;68.52;514.08;10475
4938;221;209;26;19970317;355;15;19.20;2;0.05;4.41;36.48;10476
4939;221;224;26;19970317;355;15;12.00;12;0;4.41;144.00;10476
4940;246;155;23;19970317;362;14;14.40;15;0;13.02;216.00;10477
4941;246;175;23;19970317;362;14;8.00;21;0.25;13.02;126.00;10477
4942;246;193;23;19970317;362;14;14.40;20;0.25;13.02;216.00;10477
4943;270;164;20;19970318;288;15;24.80;20;0.05;4.81;471.20;10478
4944;251;192;21;19970319;299;15;210.80;30;0;708.95;6324.00;10479
4945;251;207;21;19970319;299;15;26.20;28;0;708.95;733.60;10479
4946;251;213;21;19970319;299;15;44.00;60;0;708.95;2640.00;10479
4947;251;218;21;19970319;299;15;26.60;30;0;708.95;798.00;10479
4948;209;201;24;19970320;285;14;7.60;30;0;1.35;228.00;10480
4949;209;213;24;19970320;285;14;44.00;12;0;1.35;528.00;10480
4950;253;203;26;19970320;334;14;16.00;24;0;64.33;384.00;10481
4951;253;214;26;19970320;334;14;27.20;40;0;64.33;1088.00;10481
4952;229;194;19;19970321;279;15;14.70;10;0;7.48;147.00;10482
4953;275;188;25;19970324;278;14;11.20;35;0.05;15.28;372.40;10483
4954;275;231;25;19970324;278;14;10.40;30;0.05;15.28;296.40;10483
4955;197;175;21;19970324;363;15;8.00;14;0;6.88;112.00;10484
4956;197;194;21;19970324;363;15;14.70;10;0;6.88;147.00;10484
4957;197;205;21;19970324;363;15;42.40;3;0;6.88;127.20;10484
4958;233;156;22;19970325;341;14;15.20;20;0.1;64.45;273.60;10485
4959;233;157;22;19970325;341;14;8.00;20;0.1;64.45;144.00;10485
4960;233;209;22;19970325;341;14;19.20;30;0.1;64.45;518.40;10485
4961;233;224;22;19970325;341;14;12.00;60;0.1;64.45;648.00;10485
4962;221;165;19;19970326;355;14;16.80;5;0;30.53;84.00;10486
4963;221;205;19;19970326;355;14;42.40;25;0;30.53;1060.00;10486
4964;221;228;19;19970326;355;14;8.00;16;0;30.53;128.00;10486
4965;248;173;20;19970326;332;14;7.30;5;0;71.07;36.50;10487
4966;248;180;20;19970326;332;14;24.90;30;0;71.07;747.00;10487
4967;248;208;20;19970326;332;14;5.90;24;0.25;71.07;106.20;10487
4968;211;213;26;19970327;345;14;44.00;30;0;4.93;1320.00;10488
4969;211;227;26;19970327;345;14;12.00;20;0.2;4.93;192.00;10488
4970;245;165;24;19970328;367;14;16.80;15;0.25;5.29;189.00;10489
4971;245;170;24;19970328;367;14;13.90;18;0;5.29;250.20;10489
4972;221;213;25;19970331;355;14;44.00;60;0;210.19;2640.00;10490
4973;221;222;25;19970331;355;14;10.00;30;0;210.19;300.00;10490
4974;221;229;25;19970331;355;14;6.20;36;0;210.19;223.20;10490
4975;214;198;26;19970331;375;15;15.50;15;0.15;16.96;197.63;10491
4976;214;231;26;19970331;375;15;10.40;7;0.15;16.96;61.88;10491
4977;196;179;21;19970401;292;13;11.20;60;0.05;62.89;638.40;10492
4978;196;196;21;19970401;292;13;11.20;20;0.05;62.89;212.80;10492
4979;227;219;22;19970402;277;15;16.80;15;0.1;10.64;226.80;10493
4980;227;220;22;19970402;277;15;13.60;10;0.1;10.64;122.40;10493
4981;227;223;22;19970402;277;15;28.80;10;0.1;10.64;259.20;10493
4982;201;210;22;19970402;338;14;30.40;30;0;65.99;912.00;10494
4983;228;177;21;19970403;293;15;7.20;10;0;4.65;72.00;10495
4984;228;195;21;19970403;293;15;7.70;20;0;4.65;154.00;10495
4985;228;231;21;19970403;293;15;10.40;5;0;4.65;52.00;10495
4986;267;185;25;19970404;335;14;10.00;20;0.05;46.77;190.00;10496
4987;230;210;25;19970404;381;13;30.40;14;0;36.21;425.60;10497
4988;230;226;25;19970404;381;13;27.80;25;0;36.21;695.00;10497
4989;230;231;25;19970404;381;13;10.40;25;0;36.21;260.00;10497
4990;221;178;26;19970407;355;14;4.50;14;0;29.75;63.00;10498
4991;221;194;26;19970407;355;14;18.40;5;0;29.75;92.00;10498
4992;221;196;26;19970407;355;14;14.00;30;0;29.75;420.00;10498
4993;232;182;22;19970408;356;14;45.60;20;0;102.02;912.00;10499
4994;232;203;22;19970408;356;14;20.00;25;0;102.02;500.00;10499
4995;227;169;24;19970409;277;13;15.50;12;0.05;42.68;176.70;10500
4996;227;182;24;19970409;277;13;45.60;8;0.05;42.68;346.56;10500
4997;192;208;27;19970409;364;15;7.45;20;0;8.85;149.00;10501
4998;244;199;20;19970410;353;13;9.50;21;0;69.32;199.50;10502
4999;244;207;20;19970410;353;13;32.80;6;0;69.32;196.80;10502
5000;244;221;20;19970410;353;13;14.00;30;0;69.32;420.00;10502
5001;223;168;24;19970411;323;14;23.25;70;0;16.74;1627.50;10503
5002;223;219;24;19970411;323;14;21.05;20;0;16.74;421.00;10503
5003;275;156;22;19970411;278;15;19.00;12;0;59.13;228.00;10504
5004;275;175;22;19970411;278;15;10.00;12;0;59.13;120.00;10504
5005;275;207;22;19970411;278;15;32.80;10;0;59.13;328.00;10504
5006;275;215;22;19970411;278;15;28.50;25;0;59.13;712.50;10504
5007;237;216;21;19970414;306;15;49.30;3;0;7.13;147.90;10505
5008;225;179;27;19970415;383;14;14.00;18;0.1;21.19;226.80;10506
5009;225;224;27;19970415;383;14;15.00;14;0.1;21.19;189.00;10506
5010;189;197;25;19970415;382;13;46.00;15;0.15;47.45;586.50;10507
5011;189;202;25;19970415;382;13;12.75;15;0.15;47.45;162.56;10507
5012;242;167;19;19970416;384;14;6.00;10;0;4.99;60.00;10508
5013;242;193;19;19970416;384;14;18.00;10;0;4.99;180.00;10508
5014;192;182;22;19970417;364;13;45.60;3;0;0.15;136.80;10509
5015;257;183;24;19970418;286;15;123.79;36;0;367.63;4456.44;10510
5016;257;229;24;19970418;286;15;7.75;36;0.1;367.63;251.10;10510
5017;195;158;22;19970418;280;15;22.00;50;0.15;350.64;935.00;10511
5018;195;161;22;19970418;280;15;30.00;50;0.15;350.64;1275.00;10511
5019;195;162;22;19970418;280;15;40.00;10;0.15;350.64;340.00;10511
5020;207;178;25;19970421;391;14;4.50;10;0.15;3.53;38.25;10512
5021;207;200;25;19970421;391;14;12.00;9;0.15;3.53;91.80;10512
5022;207;201;25;19970421;391;14;9.50;6;0.15;3.53;48.45;10512
5023;207;214;25;19970421;391;14;34.00;12;0.15;3.53;346.80;10512
5024;272;175;25;19970422;331;13;10.00;40;0.2;105.65;320.00;10513
5025;272;186;25;19970422;331;13;32.00;50;0.2;105.65;1280.00;10513
5026;272;215;25;19970422;331;13;28.50;15;0.2;105.65;342.00;10513
5027;206;174;21;19970422;378;14;81.00;39;0;789.95;3159.00;10514
5028;206;182;21;19970422;378;14;45.60;35;0;789.95;1596.00;10514
5029;206;210;21;19970422;378;14;38.00;70;0;789.95;2660.00;10514
5030;206;219;21;19970422;378;14;21.05;39;0;789.95;820.95;10514
5031;206;229;21;19970422;378;14;7.75;50;0;789.95;387.50;10514
5032;249;163;20;19970423;402;13;97.00;16;0.15;204.47;1319.20;10515
5033;249;170;20;19970423;402;13;17.45;50;0;204.47;872.50;10515
5034;249;181;20;19970423;402;13;43.90;120;0;204.47;5268.00;10515
5035;249;187;20;19970423;402;13;2.50;16;0.15;204.47;34.00;10515
5036;249;214;20;19970423;402;13;34.00;84;0.15;204.47;2427.60;10515
5037;223;172;20;19970424;323;15;62.50;25;0.1;62.78;1406.25;10516
5038;223;195;20;19970424;323;15;9.65;80;0.1;62.78;694.80;10516
5039;223;196;20;19970424;323;15;14.00;20;0;62.78;280.00;10516
5040;239;206;21;19970424;399;15;7.00;6;0;32.07;42.00;10517
5041;239;213;21;19970424;399;15;55.00;4;0;32.07;220.00;10517
5042;239;224;21;19970424;399;15;15.00;6;0;32.07;90.00;10517
5043;266;178;22;19970425;339;14;4.50;5;0;218.15;22.50;10518
5044;266;192;22;19970425;339;14;263.50;15;0;218.15;3952.50;10518
5045;266;198;22;19970425;339;14;19.45;9;0;218.15;175.05;10518
5046;200;164;24;19970428;372;15;31.00;16;0.05;91.76;471.20;10519
5047;200;210;24;19970428;372;15;38.00;40;0;91.76;1520.00;10519
5048;200;214;24;19970428;372;15;34.00;10;0.05;91.76;323.00;10519
5049;256;178;25;19970429;361;13;4.50;8;0;13.37;36.00;10520
5050;256;207;25;19970429;361;13;32.80;5;0;13.37;164.00;10520
5051;198;189;26;19970429;357;14;18.00;3;0;17.22;54.00;10521
5052;198;195;26;19970429;357;14;9.65;10;0;17.22;96.50;10521
5053;198;222;26;19970429;357;14;12.50;6;0;17.22;75.00;10521
5054;230;155;22;19970430;381;13;18.00;40;0.2;45.33;576.00;10522
5055;230;162;22;19970430;381;13;40.00;24;0;45.33;960.00;10522
5056;230;184;22;19970430;381;13;25.89;20;0.2;45.33;414.24;10522
5057;230;194;22;19970430;381;13;18.40;25;0.2;45.33;368.00;10522
5058;258;171;25;19970501;328;14;39.00;25;0.1;77.63;877.50;10523
5059;258;174;25;19970501;328;14;81.00;15;0.1;77.63;1093.50;10523
5060;258;191;25;19970501;328;14;26.00;18;0.1;77.63;421.20;10523
5061;258;195;25;19970501;328;14;9.65;6;0.1;77.63;52.11;10523
5062;191;164;19;19970501;343;14;31.00;2;0;244.79;62.00;10524
5063;191;184;19;19970501;343;14;25.89;10;0;244.79;258.90;10524
5064;191;197;19;19970501;343;14;46.00;60;0;244.79;2760.00;10524
5065;191;208;19;19970501;343;14;7.45;15;0;244.79;111.75;10524
5066;195;190;19;19970502;280;14;19.00;30;0;11.06;570.00;10525
5067;195;194;19;19970502;280;14;18.40;15;0.1;11.06;248.40;10525
5068;273;155;22;19970505;404;14;18.00;8;0.15;58.59;122.40;10526
5069;273;167;22;19970505;404;14;6.00;10;0;58.59;60.00;10526
5070;273;210;22;19970505;404;14;38.00;30;0.15;58.59;969.00;10526
5071;249;158;25;19970505;402;13;22.00;50;0.1;41.9;990.00;10527
5072;249;190;25;19970505;402;13;19.00;30;0.1;41.9;513.00;10527
5073;218;165;24;19970506;297;14;21.00;3;0;3.35;63.00;10528
5074;218;187;24;19970506;297;14;2.50;8;0.2;3.35;16.00;10528
5075;218;226;24;19970506;297;14;34.80;9;0;3.35;313.20;10528
5076;236;209;23;19970507;396;14;24.00;14;0;66.69;336.00;10529
5077;236;222;23;19970507;396;14;12.50;20;0;66.69;250.00;10529
